Word,Count
<code>initialize()</code>,3
\Alternatively,\,3
them.</p>,3
1.1],3
<th>input</th>,3
increased,3
<code>below</code>,3
cs2,3
Predicate,3
java.lang.String#endsWith(String),3
constructors/builders,3
\assertEquals('1',\,3
----------------------,3
\Environment,\,3
Builder,3
<p>Two,3
respecting,3
falling,3
(circular,3
ExceptionContext,3
<p>Example:</p>,3
comparisons,3
strs,3
<th>wrapLength</th>,3
right},3
\new,\,3
Prior,3
allocation,3
Pass,3
major,3
<td>true</td>,3
concept,3
Trailing,3
placed,3
\algorithm,\,3
\StringUtils.replace("\"\,\,3
Object)},3
vertical,3
\tokenize,\,3
(/),3
<p>Counts,3
45,3
\l,\,3
\"\abcdefghi,"\\,3
destroys,3
AND,3
<p>Prints,3
\StringUtils.getLevenshteinDistance(*,\,3
\(tab,\,3
\"\);</pre>\,3
1L),3
\StringUtils.removeStart("\"\,\,3
host,3
'X',3
LANG-535,3
2/4,3
\[2L,\,3
suggests,3
\replace"\\,3
pentium,3
sequences,3
'xyz'),3
reported,3
changed),3
\"\left\,3
\Doe,age=33,smoker=false]\,3
equals.</p>,3
\#replaceFirst(String,\,3
section,3
\StringUtils.center("\"\,\,3
\differences,\,3
absent,3
newlines,3
monitor,3
finished,3
\StringUtils.ordinalIndexOf("\ababab"\,"\aba"\,\,3
\\"\Stop!\"\\,3
t.getTokenArray();,3
lhs},3
decimal),3
<code>above</code>,3
registry);,3
form.</p>,3
\inserted,\,3
2004,3
\truncate,\,3
dynamic,3
\center,\,3
yyyy,3
\indexOfAny(CharSequence,\,3
\"\wcte"\\,3
Example,3
privilege,3
twos,3
JavaScript,3
\ArrayUtils.add([2L,\,3
\StringUtils.splitByWholeSeparatorPreserveAllTokens("\ab-!-cd-!-ef"\,\,3
\key,\,3
apart,3
p,3
mean,3
\"\,"\,\,3
referred,3
recorded,3
<p>Capitalizes,3
silently,3
list3;,3
closely,3
osVersion,3
\Boolean,\,3
defer,3
empty&quot;.</p>,3
logical,3
Integer.valueOf(3)),3
open/close,3
typed,3
threadName,3
\purpose,\,3
Token,3
\ObjectUtils.anyNotNull(null,\,3
Sign,3
given.</p>,3
str==null},3
list8,3
lastTruncateDate,3
spirit,3
ok,3
13:00:00.000,3
\StringUtils.replace("\aba"\,\,3
list5,3
John,3
satisfy,3
Of,3
testRecursive,3
Records,3
inherited,3
move,3
collection;,3
java.lang.Object.</p>,3
slow,3
diff(Person,3
it.</li>,3
&quot;butter&quot;},3
\i.e.,\,3
defaulting,3
become,3
System.err},3
i486,3
Pair,3
another</li>,3
hops,3
\StringUtils.getLevenshteinDistance("\elephant"\,\,3
independent,3
\ConcurrentException},\,3
declare,3
\'yes'},\,3
\resolved,\,3
'ZZ'},3
Similar,3
\'no'},\,3
sensitive,3
LANG-521,3
17,3
null-safe</li>,3
prefixMatcher,3
<p>Create,3
idiom,3
<p>Sixteen-bit,3
initializeUnchecked(),3
DatePrinter,3
minor,3
program,3
3/4,3
StringUtils.compare(null,3
after\n20,3
refers,3
semaphore's,3
negation,3
java.lang.StringBuffer),3
encoded,3
\a"\,\,3
\"\Stop!"\\,3
<code>between</code>,3
resources,3
list11,3
magnitude,3
list1,3
handleRequest(Request,3
\StringTokenizer,\,3
false;,3
presented,3
\"\bread"\\,3
#shutdown()},3
\cr,\,3
enums,3
\StringUtils.splitPreserveAllTokens("\"\,\,3
pieces,3
\StringUtils.containsAny("\"\,\,3
NullPointerException},3
\StringUtils.difference("\abc"\,\,3
day.</p>,3
http://issues.apache.org/bugzilla/show_bug.cgi?id=25560,3
java.util.Formattable},3
going\nto,3
\Thursday,\,3
\StringUtils.stripEnd("\\,3
\obj,\,3
long[]},3
modifiers,3
string</li>,3
-4),3
02:10,3
list10;,3
<code>compareTo(Object)</code>,3
none),3
1.2),3
\StringUtils.containsAny(null,\,3
timeToLive,3
\"\^a"\\,3
\"\A\nB"\\,3
\tokenizer,\,3
primary,3
<em>closed</em>,3
searchStrs,3
&ge;,3
April,3
\StringUtils.removeFirst("\ABCabc123abc"\,\,3
estimated,3
;,3
diagonally,3
97,3
<code>reflectUpToClass</code>,3
combined,3
cal,3
escaped.</p>,3
trim(),3
pattern:,3
#append(String)},3
\suffix,\,3
java.text.SimpleDateFormat}.</p>,3
Once,3
\sit"\\,3
excludeNullValues,3
\Furthermore,\,3
\StringUtils.replaceOnceIgnoreCase("\any"\,\,3
\"\k-p"\)\,3
defaults,3
\extract,\,3
\throwables,\,3
5.1,3
Examples,3
02:40,3
\StringUtils.removeStartIgnoreCase("\www.domain.com"\,\,3
#createNumber(java.lang.String)}.</p>,3
MessagingService,3
environments,3
\StringUtils.center(null,\,3
01:10,3
\StringUtils.indexOfAny(null,\,3
\"\abef"\\,3
converting,3
\"\BJL"\\,3
\timeZone,\,3
\StringUtils.left("\abc"\,\,3
\StringUtils.chomp("\foobar"\,\,2
flipping,2
contract,2
downside,2
Class<?>[]{null},2
Collection}:,2
ContainsAny,2
<li>An,2
'c'],2
propagateExample,2
\"\2"\]</li>\,2
MutableObject,2
\"\ayzya"\\,2
\StringUtils.prependIfMissingIgnoreCase("\xyzabc"\,\,2
macron,2
artificially,2
immutability,2
A-Z),2
\latter,\,2
Locale[],2
\StringUtils.compareIgnoreCase("\ab"\,\,2
ComplexObjectInitializer,2
assigns,2
\Fine"\\,2
\<code>byte</code>,\,2
that's,2
\succeeds,\,2
1.5.</p>,2
\#validIndex(CharSequence,\,2
characters);,2
ConcurrentUtils},2
\#append(long,\,2
#appendSuper},2
cancel,2
\parsers,\,2
Show,2
\/&gt;"\</td>\,2
int)</code>,2
separator(s),2
prefix.</p>,2
screw,2
recurse,2
sizeEndText,2
lots,2
\StringUtils.prependIfMissingIgnoreCase("\"\,\,2
\hand,\,2
\DiffResult},\,2
privileges,2
Bit,2
Calendar-comparison,2
Constructor#newInstance,2
manipulation,2
functions.</p>,2
enforce,2
osName,2
https://en.wikipedia.org/wiki/UTF-16,2
t2,2
'Switch',2
typeVarAssigns}.</p>,2
architectures,2
\"\...ghij..."\\,2
ellipses,2
\StringUtils.lastIndexOf(*,\,2
[2:Amount,2
\942,\,2
NumberRule},2
legal,2
breakers,2
\StringUtils.isNoneBlank("\\,2
minutes(s),2
day(s),2
<p>Lang,2
suppresses,2
3166,2
\"\20\,2
trace),2
\0.0,\,2
String#compareTo(String),2
n,2
transitions,2
\BooleanUtils.or(false,\,2
\"\cde"\)\,2
[2.5],2
configuring,2
\transaction"\,\,2
<code>BasicThreadFactory</code>,2
thru,2
Concurrent,2
suit,2
month.</p>,2
week.</p>,2
\red,\,2
\java.lang.String,\,2
\'t',\,2
Appendable}.</p>,2
\there,\,2
irrespective,2
size),2
TreeSet},2
\StringUtils.removeIgnoreCase(null,\,2
object1,2
bounds},2
newLineStr,2
\["\cd"\,"\ab"\])\,2
10646,2
\%d"\);</pre>\,2
'u'),2
\"\-!-"\)\,2
funky,2
Specifically,2
n)',2
\DateUtils#RANGE_WEEK_SUNDAY},\,2
<p>Extracts,2
ISOamsn,2
\Pattern.compile("\[a-z]"\))\,2
grow,2
#ThreadSafe#</p>,2
underscore,2
frequency,2
singlechar,2
responsibility,2
\"\^a-e"\\,2
reflective,2
\containsNone(CharSequence,\,2
completion,2
ArrayUtils.toMap(new,2
<code>String</code>.</p>,2
duplicates,2
\"\AB"\,\,2
pre-1000AD,2
\%1$s},\,2
\size,\,2
arrayEnd,2
\+)([a-z]+)"\),\,2
Loop,2
'implies',2
causal,2
Throwable}.</p>,2
<O>,2
\DateUtils#RANGE_WEEK_MONDAY},\,2
<p>Natural,2
object</li>,2
\"\abcXYZxyz"\\,2
easier,2
<p>Javadoc,2
srcArgs,2
['z']),2
summarising,2
#createNumber(String)},2
538,2
\StringUtils.appendIfMissing("\abcXYZ"\,\,2
Variant,2
\Pattern,\,2
\.addContextValue("\Amount\,2
transaction,2
Initializes,2
\2.3,\,2
\containsOnly(CharSequence,\,2
\"\d"\)\,2
<code>double</code>.</p>,2
#unsplit()},2
RecursiveToStringStyle},2
mandatory,2
\StringUtils.isNoneBlank(null,\,2
\"\add"\\,2
<li>Title,2
interface.</p>,2
\"\UE"\)\,2
communication,2
scanning,2
\Java"\,\,2
\#generateBitVectors(Class,\,2
parameter).</p>,2
toString},2
compareTo(Object,2
POSIX,2
\,2
(10*1000,2
\double,\,2
unwrap,2
\System.err.println("\Caught\,2
<p>Remove,2
\#append(Object,\,2
calendar.get(Calendar.HOUR_OF_DAY))</li>,2
instructions,2
<li>Otherwise,2
life,2
again.</li>,2
DateUtils.SEMI_MONTH,2
15)</li>,2
diagnose,2
errors.</p>,2
435,2
Generics,2
oodles,2
testTriviallyEqual,2
having,2
\'\"\')\,2
met,2
exceptions:,2
\DateUtils#RANGE_MONTH_MONDAY},\,2
>>>,2
org.apache.commons.lang3.ArrayUtils},2
\session,\,2
executes,2
escapeXml11},2
<table>,2
assuming,2
\StringUtils.unwrap("\A"\,\,2
\3"\)\,2
BooleanUtils.toBoolean(0),2
night,2
indicated,2
\#getAccessibleMethod}(Class,String,Class[])}.</p>\,2
\lenient,\,2
signed,2
CharUtils.toChar(',2
\<code>remove(xxx[],\,2
irrelevant,2
\href="\http://json.org"\>json.org</a>\,2
<h3>Known,2
\StringUtils.isAllBlank(null,\,2
emf.toPattern());,2
TypeVariable#getBounds()},2
CR,2
Middle,2
share,2
insensitive).</p>,2
\StringUtils.appendIfMissing("\abcxyz"\,\,2
<p>Using,2
StringUtils.isNoneEmpty(new,2
\xi,\,2
\StringUtils.substringAfterLast(*,\,2
<code>char</code>s,2
touched,2
Text,2
\1.1],\,2
elements.</li>,2
Enumeration,2
\"\zzzzzzzz"\)\,2
mostly,2
Pattern,2
are:</p>,2
emf.format(new,2
\Pattern.compile("\&lt;.*&gt;"\,\,2
minutes(s).</p>,2
java.lang.reflect.Type},2
\StringUtils.removeStart("\www.domain.com"\,\,2
\ArrayUtils.add([true],\,2
str}.</li>,2
superclass.</p>,2
max(float...),2
Effective,2
position.</p>,2
\{"\BLUE"\,\,2
marker.</p>,2
\ObjectUtils.equals("\"\,\,2
\31395,\,2
seem,2
Memoizer,2
dis,2
quarters,2
randoms,2
Map}:,2
StatisticsThread,2
multi-bit,2
\StringUtils.containsOnly("\ab1"\,\,2
ready,2
JIRA,2
cases:,2
#trim(String)}</code>,2
determining,2
endInclusive,2
getMaximum,2
Computable,2
1868,2
\subsequence,\,2
batch,2
System#identityHashCode(java.lang.Object)}.</p>,2
(on,2
BasicThreadFactory.Builder(),2
loss,2
immutable.</p>,2
setUpToClass(),2
538</li>,2
a1,2
\dash,\,2
Deals,2
<I>,2
\"\mnoabc"\\,2
\#append(byte,\,2
supertype,2
amountPosted),2
\DateUtils#RANGE_WEEK_RELATIVE},\,2
\<pre>Validate.validIndex(myCollection,\,2
nibble},2
<code>Singleton</ode>,2
\"\);\,2
\token,\,2
Namely:,2
(7*3600,2
(subclass,2
\\r"\)\,2
23),2
\StringUtils.compare("\b"\,\,2
business,2
Superclasses/interfaces,2
\Posted"\,\,2
Miscellaneous,2
\Pattern.compile("\.?"\))\,2
\StringUtils,\,2
LevenshteinDistance</a>,2
\searchChar,\,2
(inclusive).</p>,2
639,2
non-public,2
differ;,2
\fun,\,2
contentStart,2
[2.3],2
debug,2
\ObjectUtils.allNotNull(null,\,2
\ArrayUtils.add(["\a"\,\,2
SystemUtils,2
permanent,2
\CharUtils.toIntValue('3',\,2
undesirable,2
String[])},2
ConcurrentMap,2
nullIsLess,2
\useful,\,2
\<code>{a,b}</code>\,2
\StringUtils.containsOnly(*,\,2
array's,2
\&lt;unit&gt;s"\\,2
\toString,\,2
valid),2
org.apache.commons.lang3.Validate},2
checkInterval,2
reintroduce,2
superToString,2
#normalizeUpperBounds}.</p>,2
arg,2
Pattern.compile(regex).matcher(text).replaceFirst(replacement)}</li>,2
edit,2
completed,2
controlling,2
\StringUtils.removePattern("\any"\,\,2
done;,2
\"\a-e"\)\,2
\#lowerCase(String,\,2
object2,2
front,2
\start,\,2
interest,2
\thread"\}\,2
FastDateFormat}.</p>,2
\StringUtils.difference("\abcde"\,\,2
126,2
<p>Constructor,2
\lastIndexOfIgnoreCase(String,\,2
Rather,2
holding,2
protection,2
clears,2
descendants,2
header,2
bracket,2
\<p>Lastly,\,2
\StringUtils.split("\ab\,2
MAGIC_SHORT,2
\reasons,\,2
unroll,2
\BooleanUtils.and(Boolean.FALSE,\,2
parser.</p>,2
NOTE,2
\release,\,2
thin,2
\WordUtils.uncapitalize("\I\,2
Cloneable},2
'greek,2
'0'),2
\other,\,2
ObjectInputStream,2
normalizing,2
\"\\"\\"\ab\"\\"\"\\,2
blackletter,2
\and"\,\,2
java.lang.Class[]),2
\containsNone(String,\,2
\"\Msb0"\\,2
\6L],\,2
non-<code>null</code>,2
\pi,\,2
shouldn't,2
graph,2
LANG-916,2
\StringUtils.appendIfMissingIgnoreCase("\abcxyz"\,\,2
\StringUtils.substringBetween("\yabcz"\,\,2
\BONE"\)\,2
java.lang.Class},2
<code>java.lang.Boolean</code>,2
listenerType,2
\JSON,\,2
\Conversion.BinaryToHexDigitMsb0(longArray,5));\,2
decimal.</p>,2
1.3.1_10-b03,2
subgroups),2
\#append(double,\,2
resolvedString,2
\eta,\,2
<code>$${this-is-escaped}</code>,2
execute,2
(only,2
org.apache.commons.lang3.ClassUtils},2
\15,\,2
\Pattern.compile("\(?s)&lt;.*&gt;"\))\,2
MethodUtils.getAccessibleMethod(method)}.</p>,2
http://issues.apache.org/bugzilla/show_bug.cgi?id=33067,2
rapid,2
date.getSeconds())</li>,2
123L).</p>,2
<code>searchStrings</code>;,2
numA;,2
\NumberUtils.toDouble(null,\,2
Differences,2
((String),2
(both,2
<code>hashCode()</code>,2
undefined,2
repeats),2
interacting,2
manages,2
Multiply,2
On-the-fly,2
\{},\,2
Class#getName(),2
\org.apache.commons.lang3.time.DatePrinter#format(java.util.Calendar,\,2
Green,2
\StringUtils.isAnyEmpty("\\,2
\StringUtils#toString(byte[],\,2
\CharSetUtils.containsAny("\hello"\,\,2
roundtrip,2
compiled,2
\hashCode()},\,2
CONST(),2
\StringUtils.substring("\"\,\,2
\capitalization,\,2
\tau,\,2
\"\tcte"\\,2
var,2
configures,2
StringWriter,2
(cs,2
division,2
amount.</p>,2
\StringUtils.startsWithAny(null,\,2
\"\zbz"\\,2
one-to-one,2
non-generic,2
useTransients,2
computes,2
<code>1</code>,2
level:,2
VMs,2
denominator.</p>,2
<code>{@link,2
divide,2
ja_JP_JP,2
\service,\,2
\StringUtils.isNotBlank("\\,2
/&gt;text,2
\J.Lee"\,\,2
memorized,2
calculates,2
class;,2
room,2
\-7/4,\,2
EqualsBuilder},2
url;,2
defined:,2
milliseconds)</li>,2
\fix,\,2
\StringUtils.containsOnly("\ab"\,\,2
NumberFormat,2
\executed,\,2
Wait,2
alef,2
addInitializer(),2
\CharUtils.toChar(null,\,2
thing,2
substitution).</p>,2
\<pre>Validate.isAssignableFrom(SuperClass.class,\,2
String.indexOf(String),2
closest,2
<code>0x</code>,2
<code>StrBuilder</code>,2
concerns,2
BasicThreadFactory,2
\StringUtils.getJaroWinklerDistance("\hippo"\,\,2
progressed,2
benchmarks,2
fromInclusive,2
behaviour.</p>,2
Arrays#sort(Object[])},2
\efficient,\,2
beg,2
\"\\u0020"\\,2
dog&quot;);,2
Prepares,2
\StringUtils.stripAll(["\abc"\,\,2
\{"\"\})\,2
Important:,2
supported),2
'03',2
\['1',\,2
MultiBackgroundInitializerResults},2
EnumUtils#processBitVector}.</p>,2
Long.valueOf(String),2
0}.</p>,2
bits).</p>,2
\line,\,2
\StringUtils.trimToNull("\\,2
Object.</p>,2
byte[],2
Floats,2
standard-separator,2
cites,2
Element,2
private},2
#charAt(int),2
2));,2
StringUtils.swapCase(null),2
append(list.get(i));,2
'ab,2
\3.5,\,2
\Pattern.compile("\&lt;.*&gt;"\),\,2
transforms,2
\"\#FF0000"\},\,2
\#truncatedCompareTo(Date,\,2
end.</p>,2
\TimeUnit.MINUTE,\,2
JDKs,2
overline,2
reverting,2
\'UTC',\,2
Non-compliant,2
\StringUtils.reverseDelimited("\a.b.c"\,\,2
sequence;,2
CharUtils.unicodeEscaped(',2
flush,2
\{"\RED"\,\,2
<p>Many,2
Delimiter,2
java.util.List&lt;String&gt;&gt;</pre>,2
Their,2
\public,\,2
\supported,\,2
functionality.</p>,2
10538,2
w,2
\StringUtils.indexOfIgnoreCase(*,\,2
<code>Integer</code>,2
What,2
\StringUtils.equals(null,\,2
anyway,2
surrounding,2
#xA,2
sub.replace(templateString);,2
\2.3],\,2
\StringUtils.isNumeric("\\u0967\u0968\u0969"\)\,2
TimeUnit,2
\else,\,2
Character.UPPERCASE_LETTER},2
DateUtils#RANGE_WEEK_CENTER},2
appendNewLine(),2
\clause,\,2
Solaris,2
NumberUtils.toDouble(null),2
#ThreadSafe#,2
INDEX_NOT_FOUND,2
\"\xxx"\)\,2
\appendSeparator("\,"\,\,2
(lowercase,2
hashtables,2
\StringUtils.containsOnly("\"\,\,2
cs},2
Delete,2
BooleanUtils.toBoolean(null),2
\<code>float</code>,\,2
\StringUtils.unwrap("\A#"\,\,2
\ArrayUtils.removeElement(['a',\,2
\interfaces,\,2
\java.lang.Object[],\,2
\StringUtils.unwrap("\#A"\,\,2
Symbols,2
spaced,2
Runnable,2
race,2
this.charAt(<i>k</i>),2
\StringUtils.indexOfAnyBut("\aba"\,\,2
(adapted,2
4},2
\(substring(str,\,2
\indexOfAnyBut(CharSequence,\,2
destination)</li>,2
Greek,2
breaker</em>,2
arrayStart,2
roundoff,2
failures,2
drop,2
A-Z).</p>,2
duplicating,2
typesafe,2
\going"\\,2
16th,2
issues,2
(nShorts-1)*16+dstPos,2
U+20001,2
min(double...),2
BooleanUtils.toBoolean(2),2
negative.</p>,2
\FastDateFormat.getInstance("\yyyy-MM-dd"\);\,2
\StringUtils.substring(null,\,2
\href="\https://commons.apache.org/proper/commons-text/javadocs/api-release/org/apache/commons/text/translate/UnicodeEscaper.html"\>\,2
required.</p>,2
wildcardType,2
reaching,2
\"\abcXYZ"\\,2
\"\hl"\)\,2
\"\cat"\\,2
\quietly,\,2
<code>MessagingServiceInitializer</code>,2
<code>f1</code>,2
rhs</code></li>,2
-1100}),2
sample,2
\WordUtils.uncapitalize(*,\,2
\ClassUtils,\,2
second(s).</p>,2
\prefixes,</p>\,2
Serialize,2
excludes,2
\StringUtils.containsNone(null,\,2
upwards,2
<li>Lower,2
\#join(Object[],char)}\,2
equal;,2
7</li>,2
\StringUtils.splitByWholeSeparator(null,\,2
f,2
EnumUtils#processBitVectors}.</p>,2
\"\missing"\\,2
Limitations</h3>,2
06:01,2
\"\elephant"\,\,2
century,2
updated);,2
you're,2
administrator,2
\"\\u0041"\\,2
Replace,2
MAGIC_BYTE,2
\BooleanUtils.toBooleanObject("\n"\)\,2
\String#indexOf(String,\,2
Calendar-initiations,2
(typically,2
docs.</p>,2
'null',2
Serializable,2
\StringUtils.stripStart("\\,2
example),2
\#indexOfType(Throwable,\,2
60,2
\nu,\,2
org.apache.commons.lang3.text.StrBuilder},2
<p>Repeat,2
anonymous,2
created:,2
judged,2
match),2
+08:00},2
represents.</p>,2
hashcode.</p>,2
Typed&lt;T&gt;,2
HashCodeBuilder,2
LANG-459),2
BackgroundInitializer)},2
LONG,2
\closed,\,2
localeLookupList(),2
ba',2
lets,2
(one,2
'\u0020'.</p>,2
key.</p>,2
\StringUtils.replacePattern(null,\,2
\WordUtils.capitalizeFully(*,\,2
date},2
truncating,2
\StringUtils.compareIgnoreCase("\b"\,\,2
\[Locale("\fr"\,"\CA"\,"\xxx"\),\,2
\maxWidth},\,2
invocation();,2
calendar.get(Calendar.MINUTES))</li>,2
contents</li>,2
call(),2
endExclusive,2
\StringUtils.wrap("\/"\,\,2
\whereClause.append("\\,2
inclusive).</p>,2
autoboxing/unboxing,2
\unwrapped,\,2
supported.</p>,2
linefeed,2
unexpected,2
non-thread-safe,2
supported:,2
tryAcquire(),2
DOG,2
char[]},2
\(str,\,2
\Format#format(Object,\,2
java.util.concurrent},2
recalculate,2
\StringUtils.contains("\"\,\,2
fyi:,2
user.country},2
org.apache.commons.lang3.CharRange},2
platform-independent,2
index-of,2
wrapLongWords,2
\StringUtils.isNoneEmpty("\\,2
Collections$UnmodifiableSet,2
\'Z'},\,2
<b>without</b>,2
endExclusive},2
\StringUtils.splitByWholeSeparator("\"\,\,2
onto,2
\ObjectUtils.notEqual(null,\,2
\(gt,\,2
char),2
\StringUtils.substringAfterLast("\a"\,\,2
Perl,2
Random,2
@SuppressWarnings,2
\data,\,2
UnicodeEscaper</a>,2
\#format(Date,\,2
Id=94ef1d15-d443-46c4-822b-637f26244899],2
incoming,2
\<code>','</code>\,2
\StringUtils.unwrap("\\'abc\'"\,\,2
\StringUtils.wrap("\/a/b/c"\,\,2
accessible.</p>,2
String...)}),2
Integer.valueOf(,2
\9,\,2
java.util.HashMap#get(java.lang.Object)},2
\"\abcmno"\\,2
discussed,2
Pattern.compile(regex).matcher(text).replaceFirst(StringUtils.EMPTY)}</li>,2
org.apache.commons.lang3.CharUtils},2
<code>BigInteger</code>,2
\StringUtils.startsWithIgnoreCase("\abcdef"\,\,2
<code>super.toString()</code>,2
-11:00}),2
[6.0],2
<code>TSV_TOKENIZER_PROTOTYPE</code>,2
\letter,\,2
abbrevMarker,2
java.text.DateFormat},2
day(s).</p>,2
greedy,2
\"\,,a"\\,2
\<pre>Validate.exclusiveBetween(0.1,\,2
contentEnd,2
\StringUtils.substringAfterLast("\abc"\,\,2
relies,2
<p>Here,2
\Pattern.compile("\.+"\),\,2
on..,2
\(https://issues.apache.org/jira/browse/LANG-916),\,2
<code>Comparable</code>,2
\point,\,2
mentioned,2
\StringUtils.isAnyBlank("\\,2
nanos,2
\.addContextValue("\Account\,2
LANG-664,2
Split,2
1.5d,2
increments,2
switched,2
true.</p>,2
\"\zba"\\,2
sufficient,2
\rho,\,2
\StringUtils.trimToEmpty("\\,2
Double.MAX_VALUE,2
#strip(String)}.</p>,2
Initialize,2
short[]},2
java.lang.Thread},2
String[])',2
\"\1"\]</li>\,2
\"\Bar"\]\,2
<p>Pad,2
XML.</p>,2
\occurrences,\,2
<p>Generate,2
<i>For,2
alters,2
\contains(String,\,2
\expected,\,2
url,2
fail.</p>,2
\StringUtils.isAnyBlank(null,\,2
\factories,\,2
Conversion#binaryToHexDigit(boolean[])},2
leads,2
non-transient,2
returned.</li>,2
th,2
(obj,2
canceled,2
with:,2
\CharSetUtils,\,2
gained,2
StringUtils.isAnyBlank(new,2
CharUtils.toIntValue('3'),2
\"\off"\\,2
\repeat,\,2
arrow,2
\StringUtils.unwrap("\AABabcBAA"\,\,2
refactored,2
quoteLen,2
fact,2
<code>equals(Object)</code>,2
\["\number"\,\,2
\<code>StrBuilder</code>,\,2
<code>concurrent</code>,2
\3.0,\,2
\"\XYZabc"\\,2
maxWidth)}.</li>,2
hyphen,2
FieldPosition),2
my,2
practice,2
\this.name,\,2
8.5d,2
Distance,2
localeString,2
<em>builder</em>,2
\"\hippo"\)\,2
\1996"\\,2
tokenLen},2
high-order,2
stops,2
\valuesMap.put(&quot;target&quot;,\,2
said,2
\Object[],\,2
<code>Comparator</code>,2
\StringUtils.isAllBlank("\\,2
threshold.</p>,2
declares,2
Checked,2
aspects,2
[4:Transaction,2
<p>Clone,2
\ArrayUtils.removeElement([1.1],\,2
\.append("\name"\,\,2
0-9.</p>,2
807,2
org.apache.commons.lang3.BooleanUtils},2
Typesafe,2
class</p>,2
calendar.get(Calendar.MILLISECOND))</li>,2
Gregory,2
\"\Entry"\}\,2
\"\abcde"\})\,2
dat,2
LANG-440,2
\"\xyz"\})\,2
<code>equals()</code>,2
network,2
Sometimes,2
initially,2
clones,2
diagnosis,2
\StringUtils.containsNone(*,\,2
Lion,2
\<p>Alternatively,\,2
Context:,2
UnsupportedOperationException},2
index:,2
value's,2
<li>After,2
\"\cd"\)\,2
fox&quot;);,2
formatting.</p>,2
---------------------------------,2
\"\\n"\,\,2
alpha-numeric,2
\3/4,\,2
maintained,2
toward,2
\CharSetUtils.delete(*,\,2
originally,2
party,2
http://issues.apache.org/jira/browse/LANG-59,2
\"\BJ"\\,2
apl,2
&quot;lazy,2
min(float...),2
buffer.append((char)(value,2
Bloch,2
branch,2
detailed,2
\suffice,\,2
[3:Previous,2
Character.LOWERCASE_LETTER},2
other),2
made.</p>,2
\#append(short,\,2
FastDateFormat.</p>,2
quoteStart,2
needed.</p>,2
\abbreviate(String,\,2
solution,2
\CharSetUtils.squeeze(*,\,2
<code>Date</code>,2
(end,2
\<code>int</code>,\,2
\"\le"\)\,2
+/-HHMM},2
\instead,\,2
operation;,2
<code>float[]</code>,2
algorithm.</p>,2
'D',2
n-ary,2
negated.</p>,2
compareTransients,2
SDF,2
\ASCII,\,2
\StringUtils.containsNone("\"\,\,2
greatest,2
57,2
\"\a"\,"\b"\,"\c"\\,2
<code>Class.getName()</code></p>,2
Object#equals(Object),2
date.getMinutes())</li>,2
\href="\https://commons.apache.org/proper/commons-text/javadocs/api-release/org/apache/commons/text/similarity/LevenshteinDistance.html"\>\,2
iterate,2
colorMap,2
'YYY',2
<code>comparator</code>,2
\<code>double</code>,\,2
yielding:,2
<code>super.equals()</code>,2
objs,2
1970,2
\<pre>Validate.validIndex(myStr,\,2
\["\ab"\,"\cd"\])\,2
<em>corresponding,2
ExceptionContext),2
\ArrayUtils.removeAll(["\a"\,\,2
\StringUtils.stripStart("\abc"\,\,2
paint,2
shaded,2
typeArgMappings,2
subtlety,2
\abcyx"\,\,2
\y,\,2
order.</p>,2
other},2
getMinimum,2
rule.</p>,2
picked,2
\"\ac"\\,2
WildcardType#getUpperBounds()},2
\Balance"\,\,2
StrSubstitutor(valuesMap);,2
Monday,2
<code>Maps</code>,2
nextData,2
straightforward,2
cd,2
Y/Z,2
\quot,\,2
126},2
Math,2
timezones,2
Float.valueOf(String),2
U+03A0,2
\(deletion,\,2
LocaleUtils},2
\1,new\,2
\StringUtils.prependIfMissingIgnoreCase(null,\,2
Appendable},2
Iterable),2
\minutes,\,2
H,2
KST,2
quite,2
copied,2
\detected,\,2
\days,\,2
forward,2
\DateUtils#RANGE_MONTH_SUNDAY},\,2
build(),2
truncation,2
removeElement,2
remain,2
computing,2
<li>As,2
\#isInstanceOf(Class,\,2
\StringUtils.appendIfMissingIgnoreCase("\"\,\,2
Aug,2
\StringUtils.indexOf(*,\,2
em,2
\RuntimeException,\,2
hours)</li>,2
dictates,2
max(float[]),2
99.0,2
<p>Instances,2
ThreadFactoryImpl},2
\StringUtils.appendIfMissing(null,\,2
Need,2
\passed,\,2
Swallow,2
<em>not</em>,2
${animal},2
\StringUtils.removeIgnoreCase("\"\,\,2
NaN},2
calendar.get(Calendar.DAY_OF_MONTH))</li>,2
[1:Account,2
addend,2
HashMap},2
\StringUtils#defaultString(String,\,2
nasty,2
org.apache.commons.lang3.text.translate.UnicodeEscaper},2
\["\b"\,\,2
\'2003',\,2
five,2
subinterface,2
negating,2
suitably,2
a.hashCode()),2
Transforms,2
\StringUtils.compare("\ab"\,\,2
(ex,2
U+20000,2
Count,2
\href="\http://tools.ietf.org/html/rfc4180"\>RFC\,2
<code>boolean[]</code>,2
\StringUtils.indexOfDifference("\"\,\,2
'0'));,2
escapeXml10},2
<td>false</td>,2
\?,\,2
CharSequenceTranslator</a>,2
Just,2
\sensitive,\,2
&quot;quick,2
<p>Date,2
denominators,2
<code>superToString</code>,2
1.6,2
val),2
\"\zZ"\)\,2
reused,2
\StringUtils.defaultIfEmpty("\"\,\,2
(public),2
\StringUtils.stripEnd("\abc"\,\,2
\#getAccessibleMethod(Class,\,2
obj.name),2
